,questions_answered,completion_percentage,completion_category
1341,6,33.33333333333333,Partial (30-70%)
1342,12,66.66666666666666,Partial (30-70%)
1343,12,66.66666666666666,Partial (30-70%)
1344,12,66.66666666666666,Partial (30-70%)
1345,12,66.66666666666666,Partial (30-70%)
1346,12,66.66666666666666,Partial (30-70%)
1347,12,66.66666666666666,Partial (30-70%)
1348,6,33.33333333333333,Partial (30-70%)
1349,6,33.33333333333333,Partial (30-70%)
1350,12,66.66666666666666,Partial (30-70%)
1351,6,33.33333333333333,Partial (30-70%)
1352,12,66.66666666666666,Partial (30-70%)
1353,12,66.66666666666666,Partial (30-70%)
1354,12,66.66666666666666,Partial (30-70%)
1355,12,66.66666666666666,Partial (30-70%)
1356,12,66.66666666666666,Partial (30-70%)
1357,12,66.66666666666666,Partial (30-70%)
1358,12,66.66666666666666,Partial (30-70%)
1359,0,0.0,
1360,12,66.66666666666666,Partial (30-70%)
1361,12,66.66666666666666,Partial (30-70%)
1362,0,0.0,
1363,6,33.33333333333333,Partial (30-70%)
1364,6,33.33333333333333,Partial (30-70%)
1365,12,66.66666666666666,Partial (30-70%)
1366,6,33.33333333333333,Partial (30-70%)
1367,12,66.66666666666666,Partial (30-70%)
1368,12,66.66666666666666,Partial (30-70%)
1369,12,66.66666666666666,Partial (30-70%)
1370,12,66.66666666666666,Partial (30-70%)
1371,6,33.33333333333333,Partial (30-70%)
1372,0,0.0,
1373,12,66.66666666666666,Partial (30-70%)
1374,6,33.33333333333333,Partial (30-70%)
1375,12,66.66666666666666,Partial (30-70%)
1376,12,66.66666666666666,Partial (30-70%)
1377,12,66.66666666666666,Partial (30-70%)
1378,12,66.66666666666666,Partial (30-70%)
1379,12,66.66666666666666,Partial (30-70%)
1380,12,66.66666666666666,Partial (30-70%)
1381,12,66.66666666666666,Partial (30-70%)
1382,12,66.66666666666666,Partial (30-70%)
1383,12,66.66666666666666,Partial (30-70%)
1384,6,33.33333333333333,Partial (30-70%)
1385,12,66.66666666666666,Partial (30-70%)
1386,12,66.66666666666666,Partial (30-70%)
1387,12,66.66666666666666,Partial (30-70%)
1388,6,33.33333333333333,Partial (30-70%)
1389,12,66.66666666666666,Partial (30-70%)
1390,12,66.66666666666666,Partial (30-70%)
1391,12,66.66666666666666,Partial (30-70%)
1392,12,66.66666666666666,Partial (30-70%)
1393,12,66.66666666666666,Partial (30-70%)
1394,12,66.66666666666666,Partial (30-70%)
1395,12,66.66666666666666,Partial (30-70%)
1396,12,66.66666666666666,Partial (30-70%)
1397,0,0.0,
1398,12,66.66666666666666,Partial (30-70%)
1399,12,66.66666666666666,Partial (30-70%)
1400,0,0.0,
1401,12,66.66666666666666,Partial (30-70%)
1402,12,66.66666666666666,Partial (30-70%)
1403,12,66.66666666666666,Partial (30-70%)
1404,12,66.66666666666666,Partial (30-70%)
1405,12,66.66666666666666,Partial (30-70%)
1406,6,33.33333333333333,Partial (30-70%)
1407,6,33.33333333333333,Partial (30-70%)
1408,12,66.66666666666666,Partial (30-70%)
1409,12,66.66666666666666,Partial (30-70%)
1410,12,66.66666666666666,Partial (30-70%)
1411,0,0.0,
1412,6,33.33333333333333,Partial (30-70%)
1413,12,66.66666666666666,Partial (30-70%)
1414,0,0.0,
1415,14,77.77777777777779,Complete (70-100%)
1416,12,66.66666666666666,Partial (30-70%)
1417,12,66.66666666666666,Partial (30-70%)
1418,12,66.66666666666666,Partial (30-70%)
1419,12,66.66666666666666,Partial (30-70%)
1420,12,66.66666666666666,Partial (30-70%)
1421,12,66.66666666666666,Partial (30-70%)
1422,6,33.33333333333333,Partial (30-70%)
1423,12,66.66666666666666,Partial (30-70%)
1424,12,66.66666666666666,Partial (30-70%)
1425,12,66.66666666666666,Partial (30-70%)
1426,6,33.33333333333333,Partial (30-70%)
1427,0,0.0,
1428,12,66.66666666666666,Partial (30-70%)
1429,12,66.66666666666666,Partial (30-70%)
1430,12,66.66666666666666,Partial (30-70%)
1431,12,66.66666666666666,Partial (30-70%)
1432,6,33.33333333333333,Partial (30-70%)
1433,6,33.33333333333333,Partial (30-70%)
1434,12,66.66666666666666,Partial (30-70%)
1435,6,33.33333333333333,Partial (30-70%)
1436,12,66.66666666666666,Partial (30-70%)
1437,6,33.33333333333333,Partial (30-70%)
1438,12,66.66666666666666,Partial (30-70%)
1439,12,66.66666666666666,Partial (30-70%)
1440,12,66.66666666666666,Partial (30-70%)
1441,12,66.66666666666666,Partial (30-70%)
1442,6,33.33333333333333,Partial (30-70%)
1443,12,66.66666666666666,Partial (30-70%)
1444,12,66.66666666666666,Partial (30-70%)
1445,0,0.0,
1446,6,33.33333333333333,Partial (30-70%)
1447,6,33.33333333333333,Partial (30-70%)
1448,12,66.66666666666666,Partial (30-70%)
1449,12,66.66666666666666,Partial (30-70%)
1450,0,0.0,
1451,6,33.33333333333333,Partial (30-70%)
1452,6,33.33333333333333,Partial (30-70%)
1453,12,66.66666666666666,Partial (30-70%)
1454,12,66.66666666666666,Partial (30-70%)
1455,6,33.33333333333333,Partial (30-70%)
1456,12,66.66666666666666,Partial (30-70%)
1457,6,33.33333333333333,Partial (30-70%)
1458,6,33.33333333333333,Partial (30-70%)
1459,6,33.33333333333333,Partial (30-70%)
1460,12,66.66666666666666,Partial (30-70%)
1461,6,33.33333333333333,Partial (30-70%)
1462,0,0.0,
1463,12,66.66666666666666,Partial (30-70%)
1464,12,66.66666666666666,Partial (30-70%)
1465,12,66.66666666666666,Partial (30-70%)
1466,12,66.66666666666666,Partial (30-70%)
1467,12,66.66666666666666,Partial (30-70%)
1468,12,66.66666666666666,Partial (30-70%)
1469,12,66.66666666666666,Partial (30-70%)
1470,12,66.66666666666666,Partial (30-70%)
1471,12,66.66666666666666,Partial (30-70%)
1472,12,66.66666666666666,Partial (30-70%)
1473,12,66.66666666666666,Partial (30-70%)
1474,6,33.33333333333333,Partial (30-70%)
1475,12,66.66666666666666,Partial (30-70%)
1476,12,66.66666666666666,Partial (30-70%)
1477,12,66.66666666666666,Partial (30-70%)
1478,12,66.66666666666666,Partial (30-70%)
1479,0,0.0,
1480,12,66.66666666666666,Partial (30-70%)
1481,12,66.66666666666666,Partial (30-70%)
1482,12,66.66666666666666,Partial (30-70%)
1483,12,66.66666666666666,Partial (30-70%)
1484,6,33.33333333333333,Partial (30-70%)
1485,6,33.33333333333333,Partial (30-70%)
1486,12,66.66666666666666,Partial (30-70%)
1487,0,0.0,
1488,12,66.66666666666666,Partial (30-70%)
1489,12,66.66666666666666,Partial (30-70%)
1490,0,0.0,
1491,0,0.0,
1492,6,33.33333333333333,Partial (30-70%)
1493,6,33.33333333333333,Partial (30-70%)
1494,12,66.66666666666666,Partial (30-70%)
1495,12,66.66666666666666,Partial (30-70%)
1496,6,33.33333333333333,Partial (30-70%)
1497,6,33.33333333333333,Partial (30-70%)
1498,6,33.33333333333333,Partial (30-70%)
1499,6,33.33333333333333,Partial (30-70%)
1500,6,33.33333333333333,Partial (30-70%)
1501,12,66.66666666666666,Partial (30-70%)
1502,12,66.66666666666666,Partial (30-70%)
1503,6,33.33333333333333,Partial (30-70%)
1504,12,66.66666666666666,Partial (30-70%)
1505,12,66.66666666666666,Partial (30-70%)
1506,12,66.66666666666666,Partial (30-70%)
1507,12,66.66666666666666,Partial (30-70%)
1508,6,33.33333333333333,Partial (30-70%)
1509,6,33.33333333333333,Partial (30-70%)
1510,12,66.66666666666666,Partial (30-70%)
1511,6,33.33333333333333,Partial (30-70%)
1512,12,66.66666666666666,Partial (30-70%)
1513,6,33.33333333333333,Partial (30-70%)
1514,12,66.66666666666666,Partial (30-70%)
1515,12,66.66666666666666,Partial (30-70%)
1516,12,66.66666666666666,Partial (30-70%)
1517,6,33.33333333333333,Partial (30-70%)
1518,12,66.66666666666666,Partial (30-70%)
1519,12,66.66666666666666,Partial (30-70%)
1520,12,66.66666666666666,Partial (30-70%)
1521,12,66.66666666666666,Partial (30-70%)
1522,6,33.33333333333333,Partial (30-70%)
1523,12,66.66666666666666,Partial (30-70%)
1524,12,66.66666666666666,Partial (30-70%)
1525,6,33.33333333333333,Partial (30-70%)
1526,12,66.66666666666666,Partial (30-70%)
1527,0,0.0,
1528,12,66.66666666666666,Partial (30-70%)
1529,6,33.33333333333333,Partial (30-70%)
1530,12,66.66666666666666,Partial (30-70%)
1531,12,66.66666666666666,Partial (30-70%)
1532,12,66.66666666666666,Partial (30-70%)
1533,12,66.66666666666666,Partial (30-70%)
1534,12,66.66666666666666,Partial (30-70%)
1535,12,66.66666666666666,Partial (30-70%)
1536,6,33.33333333333333,Partial (30-70%)
1537,6,33.33333333333333,Partial (30-70%)
1538,12,66.66666666666666,Partial (30-70%)
1539,6,33.33333333333333,Partial (30-70%)
1540,6,33.33333333333333,Partial (30-70%)
1541,6,33.33333333333333,Partial (30-70%)
1542,6,33.33333333333333,Partial (30-70%)
1543,12,66.66666666666666,Partial (30-70%)
1544,0,0.0,
1545,6,33.33333333333333,Partial (30-70%)
1546,12,66.66666666666666,Partial (30-70%)
1547,12,66.66666666666666,Partial (30-70%)
1548,6,33.33333333333333,Partial (30-70%)
1549,12,66.66666666666666,Partial (30-70%)
1550,6,33.33333333333333,Partial (30-70%)
1551,12,66.66666666666666,Partial (30-70%)
1552,12,66.66666666666666,Partial (30-70%)
1553,6,33.33333333333333,Partial (30-70%)
1554,12,66.66666666666666,Partial (30-70%)
1555,12,66.66666666666666,Partial (30-70%)
1556,12,66.66666666666666,Partial (30-70%)
1557,12,66.66666666666666,Partial (30-70%)
1558,12,66.66666666666666,Partial (30-70%)
1559,0,0.0,
1560,6,33.33333333333333,Partial (30-70%)
1561,6,33.33333333333333,Partial (30-70%)
1562,12,66.66666666666666,Partial (30-70%)
1563,12,66.66666666666666,Partial (30-70%)
1564,12,66.66666666666666,Partial (30-70%)
1565,6,33.33333333333333,Partial (30-70%)
1566,12,66.66666666666666,Partial (30-70%)
1567,12,66.66666666666666,Partial (30-70%)
1568,12,66.66666666666666,Partial (30-70%)
1569,12,66.66666666666666,Partial (30-70%)
1570,12,66.66666666666666,Partial (30-70%)
1571,12,66.66666666666666,Partial (30-70%)
1572,12,66.66666666666666,Partial (30-70%)
1573,12,66.66666666666666,Partial (30-70%)
1574,12,66.66666666666666,Partial (30-70%)
1575,6,33.33333333333333,Partial (30-70%)
1576,6,33.33333333333333,Partial (30-70%)
1577,6,33.33333333333333,Partial (30-70%)
1578,6,33.33333333333333,Partial (30-70%)
1579,12,66.66666666666666,Partial (30-70%)
1580,6,33.33333333333333,Partial (30-70%)
1581,12,66.66666666666666,Partial (30-70%)
1582,13,72.22222222222221,Complete (70-100%)
1583,12,66.66666666666666,Partial (30-70%)
1584,12,66.66666666666666,Partial (30-70%)
1585,12,66.66666666666666,Partial (30-70%)
1586,12,66.66666666666666,Partial (30-70%)
1587,12,66.66666666666666,Partial (30-70%)
1588,12,66.66666666666666,Partial (30-70%)
1589,12,66.66666666666666,Partial (30-70%)
1590,12,66.66666666666666,Partial (30-70%)
1591,12,66.66666666666666,Partial (30-70%)
1592,0,0.0,
1593,12,66.66666666666666,Partial (30-70%)
1594,12,66.66666666666666,Partial (30-70%)
1595,12,66.66666666666666,Partial (30-70%)
1596,12,66.66666666666666,Partial (30-70%)
1597,6,33.33333333333333,Partial (30-70%)
1598,12,66.66666666666666,Partial (30-70%)
1599,12,66.66666666666666,Partial (30-70%)
1600,12,66.66666666666666,Partial (30-70%)
1601,6,33.33333333333333,Partial (30-70%)
1602,12,66.66666666666666,Partial (30-70%)
1603,12,66.66666666666666,Partial (30-70%)
1604,12,66.66666666666666,Partial (30-70%)
1605,12,66.66666666666666,Partial (30-70%)
1606,6,33.33333333333333,Partial (30-70%)
1607,12,66.66666666666666,Partial (30-70%)
1608,12,66.66666666666666,Partial (30-70%)
1609,12,66.66666666666666,Partial (30-70%)
1610,12,66.66666666666666,Partial (30-70%)
1611,12,66.66666666666666,Partial (30-70%)
1612,6,33.33333333333333,Partial (30-70%)
1613,12,66.66666666666666,Partial (30-70%)
1614,6,33.33333333333333,Partial (30-70%)
1615,12,66.66666666666666,Partial (30-70%)
1616,12,66.66666666666666,Partial (30-70%)
1617,6,33.33333333333333,Partial (30-70%)
1618,6,33.33333333333333,Partial (30-70%)
1619,12,66.66666666666666,Partial (30-70%)
1620,12,66.66666666666666,Partial (30-70%)
1621,12,66.66666666666666,Partial (30-70%)
1622,12,66.66666666666666,Partial (30-70%)
1623,12,66.66666666666666,Partial (30-70%)
1624,6,33.33333333333333,Partial (30-70%)
1625,12,66.66666666666666,Partial (30-70%)
1626,12,66.66666666666666,Partial (30-70%)
1627,6,33.33333333333333,Partial (30-70%)
1628,12,66.66666666666666,Partial (30-70%)
1629,13,72.22222222222221,Complete (70-100%)
1630,12,66.66666666666666,Partial (30-70%)
1631,12,66.66666666666666,Partial (30-70%)
1632,12,66.66666666666666,Partial (30-70%)
1633,6,33.33333333333333,Partial (30-70%)
1634,12,66.66666666666666,Partial (30-70%)
1635,0,0.0,
1636,12,66.66666666666666,Partial (30-70%)
1637,12,66.66666666666666,Partial (30-70%)
1638,6,33.33333333333333,Partial (30-70%)
1639,12,66.66666666666666,Partial (30-70%)
1640,6,33.33333333333333,Partial (30-70%)
1641,6,33.33333333333333,Partial (30-70%)
1642,12,66.66666666666666,Partial (30-70%)
1643,12,66.66666666666666,Partial (30-70%)
1644,6,33.33333333333333,Partial (30-70%)
1645,12,66.66666666666666,Partial (30-70%)
1646,12,66.66666666666666,Partial (30-70%)
1647,13,72.22222222222221,Complete (70-100%)
1648,12,66.66666666666666,Partial (30-70%)
1649,6,33.33333333333333,Partial (30-70%)
1650,12,66.66666666666666,Partial (30-70%)
1651,6,33.33333333333333,Partial (30-70%)
1652,12,66.66666666666666,Partial (30-70%)
1653,12,66.66666666666666,Partial (30-70%)
1654,12,66.66666666666666,Partial (30-70%)
1655,6,33.33333333333333,Partial (30-70%)
1656,12,66.66666666666666,Partial (30-70%)
1657,12,66.66666666666666,Partial (30-70%)
1658,12,66.66666666666666,Partial (30-70%)
1659,12,66.66666666666666,Partial (30-70%)
1660,0,0.0,
1661,12,66.66666666666666,Partial (30-70%)
1662,12,66.66666666666666,Partial (30-70%)
1663,12,66.66666666666666,Partial (30-70%)
1664,12,66.66666666666666,Partial (30-70%)
1665,12,66.66666666666666,Partial (30-70%)
1666,12,66.66666666666666,Partial (30-70%)
1667,6,33.33333333333333,Partial (30-70%)
1668,12,66.66666666666666,Partial (30-70%)
1669,12,66.66666666666666,Partial (30-70%)
1670,12,66.66666666666666,Partial (30-70%)
1671,12,66.66666666666666,Partial (30-70%)
1672,12,66.66666666666666,Partial (30-70%)
1673,12,66.66666666666666,Partial (30-70%)
1674,0,0.0,
1675,12,66.66666666666666,Partial (30-70%)
1676,12,66.66666666666666,Partial (30-70%)
1677,6,33.33333333333333,Partial (30-70%)
1678,6,33.33333333333333,Partial (30-70%)
1679,12,66.66666666666666,Partial (30-70%)
1680,12,66.66666666666666,Partial (30-70%)
1681,12,66.66666666666666,Partial (30-70%)
1682,12,66.66666666666666,Partial (30-70%)
1683,0,0.0,
1684,12,66.66666666666666,Partial (30-70%)
1685,12,66.66666666666666,Partial (30-70%)
1686,12,66.66666666666666,Partial (30-70%)
1687,12,66.66666666666666,Partial (30-70%)
1688,6,33.33333333333333,Partial (30-70%)
1689,12,66.66666666666666,Partial (30-70%)
1690,12,66.66666666666666,Partial (30-70%)
1691,12,66.66666666666666,Partial (30-70%)
1692,12,66.66666666666666,Partial (30-70%)
1693,6,33.33333333333333,Partial (30-70%)
1694,0,0.0,
1695,12,66.66666666666666,Partial (30-70%)
1696,6,33.33333333333333,Partial (30-70%)
1697,12,66.66666666666666,Partial (30-70%)
1698,6,33.33333333333333,Partial (30-70%)
1699,12,66.66666666666666,Partial (30-70%)
1700,12,66.66666666666666,Partial (30-70%)
1701,12,66.66666666666666,Partial (30-70%)
1702,12,66.66666666666666,Partial (30-70%)
1703,12,66.66666666666666,Partial (30-70%)
1704,6,33.33333333333333,Partial (30-70%)
1705,6,33.33333333333333,Partial (30-70%)
1706,6,33.33333333333333,Partial (30-70%)
1707,6,33.33333333333333,Partial (30-70%)
1708,12,66.66666666666666,Partial (30-70%)
1709,0,0.0,
1710,12,66.66666666666666,Partial (30-70%)
1711,12,66.66666666666666,Partial (30-70%)
1712,6,33.33333333333333,Partial (30-70%)
1713,12,66.66666666666666,Partial (30-70%)
1714,12,66.66666666666666,Partial (30-70%)
1715,6,33.33333333333333,Partial (30-70%)
1716,12,66.66666666666666,Partial (30-70%)
1717,6,33.33333333333333,Partial (30-70%)
1718,12,66.66666666666666,Partial (30-70%)
1719,6,33.33333333333333,Partial (30-70%)
1720,12,66.66666666666666,Partial (30-70%)
1721,12,66.66666666666666,Partial (30-70%)
1722,12,66.66666666666666,Partial (30-70%)
1723,12,66.66666666666666,Partial (30-70%)
1724,12,66.66666666666666,Partial (30-70%)
1725,12,66.66666666666666,Partial (30-70%)
1726,12,66.66666666666666,Partial (30-70%)
1727,12,66.66666666666666,Partial (30-70%)
1728,12,66.66666666666666,Partial (30-70%)
1729,6,33.33333333333333,Partial (30-70%)
1730,6,33.33333333333333,Partial (30-70%)
1731,12,66.66666666666666,Partial (30-70%)
1732,6,33.33333333333333,Partial (30-70%)
1733,12,66.66666666666666,Partial (30-70%)
1734,12,66.66666666666666,Partial (30-70%)
1735,6,33.33333333333333,Partial (30-70%)
1736,6,33.33333333333333,Partial (30-70%)
1737,12,66.66666666666666,Partial (30-70%)
1738,12,66.66666666666666,Partial (30-70%)
1739,12,66.66666666666666,Partial (30-70%)
1740,6,33.33333333333333,Partial (30-70%)
1741,6,33.33333333333333,Partial (30-70%)
1742,12,66.66666666666666,Partial (30-70%)
1743,6,33.33333333333333,Partial (30-70%)
1744,13,72.22222222222221,Complete (70-100%)
1745,12,66.66666666666666,Partial (30-70%)
1746,12,66.66666666666666,Partial (30-70%)
1747,12,66.66666666666666,Partial (30-70%)
1748,12,66.66666666666666,Partial (30-70%)
1749,6,33.33333333333333,Partial (30-70%)
1750,12,66.66666666666666,Partial (30-70%)
1751,12,66.66666666666666,Partial (30-70%)
1752,12,66.66666666666666,Partial (30-70%)
1753,12,66.66666666666666,Partial (30-70%)
1754,6,33.33333333333333,Partial (30-70%)
1755,13,72.22222222222221,Complete (70-100%)
1756,12,66.66666666666666,Partial (30-70%)
1757,0,0.0,
1758,12,66.66666666666666,Partial (30-70%)
1759,12,66.66666666666666,Partial (30-70%)
1760,12,66.66666666666666,Partial (30-70%)
1761,12,66.66666666666666,Partial (30-70%)
1762,12,66.66666666666666,Partial (30-70%)
1763,6,33.33333333333333,Partial (30-70%)
1764,12,66.66666666666666,Partial (30-70%)
1765,6,33.33333333333333,Partial (30-70%)
1766,12,66.66666666666666,Partial (30-70%)
1767,12,66.66666666666666,Partial (30-70%)
1768,12,66.66666666666666,Partial (30-70%)
1769,12,66.66666666666666,Partial (30-70%)
1770,12,66.66666666666666,Partial (30-70%)
1771,12,66.66666666666666,Partial (30-70%)
1772,6,33.33333333333333,Partial (30-70%)
1773,12,66.66666666666666,Partial (30-70%)
1774,0,0.0,
1775,6,33.33333333333333,Partial (30-70%)
1776,12,66.66666666666666,Partial (30-70%)
1777,12,66.66666666666666,Partial (30-70%)
1778,6,33.33333333333333,Partial (30-70%)
1779,12,66.66666666666666,Partial (30-70%)
1780,12,66.66666666666666,Partial (30-70%)
1781,12,66.66666666666666,Partial (30-70%)
1782,12,66.66666666666666,Partial (30-70%)
1783,12,66.66666666666666,Partial (30-70%)
1784,12,66.66666666666666,Partial (30-70%)
1785,12,66.66666666666666,Partial (30-70%)
1786,6,33.33333333333333,Partial (30-70%)
1787,12,66.66666666666666,Partial (30-70%)
1788,12,66.66666666666666,Partial (30-70%)
1789,12,66.66666666666666,Partial (30-70%)
1790,12,66.66666666666666,Partial (30-70%)
1791,12,66.66666666666666,Partial (30-70%)
1792,12,66.66666666666666,Partial (30-70%)
1793,6,33.33333333333333,Partial (30-70%)
1794,12,66.66666666666666,Partial (30-70%)
1795,12,66.66666666666666,Partial (30-70%)
1796,12,66.66666666666666,Partial (30-70%)
1797,12,66.66666666666666,Partial (30-70%)
1798,12,66.66666666666666,Partial (30-70%)
1799,12,66.66666666666666,Partial (30-70%)
1800,12,66.66666666666666,Partial (30-70%)
1801,12,66.66666666666666,Partial (30-70%)
1802,12,66.66666666666666,Partial (30-70%)
1803,12,66.66666666666666,Partial (30-70%)
1804,12,66.66666666666666,Partial (30-70%)
1805,12,66.66666666666666,Partial (30-70%)
1806,12,66.66666666666666,Partial (30-70%)
1807,12,66.66666666666666,Partial (30-70%)
1808,0,0.0,
1809,0,0.0,
1810,6,33.33333333333333,Partial (30-70%)
1811,12,66.66666666666666,Partial (30-70%)
1812,12,66.66666666666666,Partial (30-70%)
1813,12,66.66666666666666,Partial (30-70%)
1814,0,0.0,
1815,12,66.66666666666666,Partial (30-70%)
1816,12,66.66666666666666,Partial (30-70%)
1817,6,33.33333333333333,Partial (30-70%)
1818,12,66.66666666666666,Partial (30-70%)
1819,12,66.66666666666666,Partial (30-70%)
1820,6,33.33333333333333,Partial (30-70%)
1821,12,66.66666666666666,Partial (30-70%)
1822,12,66.66666666666666,Partial (30-70%)
1823,12,66.66666666666666,Partial (30-70%)
1824,0,0.0,
1825,12,66.66666666666666,Partial (30-70%)
1826,12,66.66666666666666,Partial (30-70%)
1827,12,66.66666666666666,Partial (30-70%)
1828,12,66.66666666666666,Partial (30-70%)
1829,12,66.66666666666666,Partial (30-70%)
1830,12,66.66666666666666,Partial (30-70%)
1831,12,66.66666666666666,Partial (30-70%)
1832,12,66.66666666666666,Partial (30-70%)
1833,6,33.33333333333333,Partial (30-70%)
1834,12,66.66666666666666,Partial (30-70%)
1835,6,33.33333333333333,Partial (30-70%)
1836,12,66.66666666666666,Partial (30-70%)
1837,12,66.66666666666666,Partial (30-70%)
1838,12,66.66666666666666,Partial (30-70%)
1839,12,66.66666666666666,Partial (30-70%)
1840,6,33.33333333333333,Partial (30-70%)
1841,12,66.66666666666666,Partial (30-70%)
1842,12,66.66666666666666,Partial (30-70%)
1843,12,66.66666666666666,Partial (30-70%)
1844,12,66.66666666666666,Partial (30-70%)
1845,6,33.33333333333333,Partial (30-70%)
1846,12,66.66666666666666,Partial (30-70%)
1847,6,33.33333333333333,Partial (30-70%)
1848,12,66.66666666666666,Partial (30-70%)
1849,12,66.66666666666666,Partial (30-70%)
1850,12,66.66666666666666,Partial (30-70%)
1851,12,66.66666666666666,Partial (30-70%)
1852,12,66.66666666666666,Partial (30-70%)
1853,12,66.66666666666666,Partial (30-70%)
1854,12,66.66666666666666,Partial (30-70%)
1855,6,33.33333333333333,Partial (30-70%)
1856,12,66.66666666666666,Partial (30-70%)
1857,0,0.0,
1858,6,33.33333333333333,Partial (30-70%)
1859,12,66.66666666666666,Partial (30-70%)
1860,12,66.66666666666666,Partial (30-70%)
1861,12,66.66666666666666,Partial (30-70%)
1862,12,66.66666666666666,Partial (30-70%)
1863,12,66.66666666666666,Partial (30-70%)
1864,12,66.66666666666666,Partial (30-70%)
1865,0,0.0,
1866,12,66.66666666666666,Partial (30-70%)
1867,6,33.33333333333333,Partial (30-70%)
1868,12,66.66666666666666,Partial (30-70%)
1869,12,66.66666666666666,Partial (30-70%)
1870,12,66.66666666666666,Partial (30-70%)
1871,0,0.0,
1872,12,66.66666666666666,Partial (30-70%)
1873,12,66.66666666666666,Partial (30-70%)
1874,12,66.66666666666666,Partial (30-70%)
1875,12,66.66666666666666,Partial (30-70%)
1876,12,66.66666666666666,Partial (30-70%)
1877,12,66.66666666666666,Partial (30-70%)
1878,12,66.66666666666666,Partial (30-70%)
1879,12,66.66666666666666,Partial (30-70%)
1880,12,66.66666666666666,Partial (30-70%)
1881,12,66.66666666666666,Partial (30-70%)
1882,12,66.66666666666666,Partial (30-70%)
1883,6,33.33333333333333,Partial (30-70%)
1884,12,66.66666666666666,Partial (30-70%)
1885,6,33.33333333333333,Partial (30-70%)
1886,12,66.66666666666666,Partial (30-70%)
1887,12,66.66666666666666,Partial (30-70%)
1888,6,33.33333333333333,Partial (30-70%)
1889,12,66.66666666666666,Partial (30-70%)
1890,12,66.66666666666666,Partial (30-70%)
1891,6,33.33333333333333,Partial (30-70%)
1892,12,66.66666666666666,Partial (30-70%)
1893,6,33.33333333333333,Partial (30-70%)
1894,12,66.66666666666666,Partial (30-70%)
1895,12,66.66666666666666,Partial (30-70%)
1896,0,0.0,
1897,0,0.0,
1898,12,66.66666666666666,Partial (30-70%)
1899,0,0.0,
1900,12,66.66666666666666,Partial (30-70%)
1901,12,66.66666666666666,Partial (30-70%)
1902,12,66.66666666666666,Partial (30-70%)
1903,12,66.66666666666666,Partial (30-70%)
1904,6,33.33333333333333,Partial (30-70%)
1905,12,66.66666666666666,Partial (30-70%)
1906,12,66.66666666666666,Partial (30-70%)
1907,12,66.66666666666666,Partial (30-70%)
1908,12,66.66666666666666,Partial (30-70%)
1909,0,0.0,
1910,12,66.66666666666666,Partial (30-70%)
1911,6,33.33333333333333,Partial (30-70%)
1912,6,33.33333333333333,Partial (30-70%)
1913,6,33.33333333333333,Partial (30-70%)
1914,6,33.33333333333333,Partial (30-70%)
1915,12,66.66666666666666,Partial (30-70%)
1916,12,66.66666666666666,Partial (30-70%)
1917,12,66.66666666666666,Partial (30-70%)
1918,12,66.66666666666666,Partial (30-70%)
1919,12,66.66666666666666,Partial (30-70%)
1920,12,66.66666666666666,Partial (30-70%)
1921,12,66.66666666666666,Partial (30-70%)
1922,12,66.66666666666666,Partial (30-70%)
1923,12,66.66666666666666,Partial (30-70%)
1924,12,66.66666666666666,Partial (30-70%)
1925,12,66.66666666666666,Partial (30-70%)
1926,0,0.0,
1927,12,66.66666666666666,Partial (30-70%)
1928,12,66.66666666666666,Partial (30-70%)
1929,0,0.0,
1930,12,66.66666666666666,Partial (30-70%)
1931,12,66.66666666666666,Partial (30-70%)
1932,0,0.0,
1933,12,66.66666666666666,Partial (30-70%)
1934,12,66.66666666666666,Partial (30-70%)
1935,6,33.33333333333333,Partial (30-70%)
1936,6,33.33333333333333,Partial (30-70%)
1937,0,0.0,
1938,12,66.66666666666666,Partial (30-70%)
1939,12,66.66666666666666,Partial (30-70%)
1940,6,33.33333333333333,Partial (30-70%)
1941,12,66.66666666666666,Partial (30-70%)
1942,12,66.66666666666666,Partial (30-70%)
1943,12,66.66666666666666,Partial (30-70%)
1944,0,0.0,
1945,12,66.66666666666666,Partial (30-70%)
1946,12,66.66666666666666,Partial (30-70%)
1947,12,66.66666666666666,Partial (30-70%)
1948,6,33.33333333333333,Partial (30-70%)
1949,12,66.66666666666666,Partial (30-70%)
1950,12,66.66666666666666,Partial (30-70%)
1951,12,66.66666666666666,Partial (30-70%)
1952,6,33.33333333333333,Partial (30-70%)
1953,12,66.66666666666666,Partial (30-70%)
1954,6,33.33333333333333,Partial (30-70%)
1955,12,66.66666666666666,Partial (30-70%)
1956,0,0.0,
1957,6,33.33333333333333,Partial (30-70%)
1958,0,0.0,
1959,6,33.33333333333333,Partial (30-70%)
1960,6,33.33333333333333,Partial (30-70%)
1961,12,66.66666666666666,Partial (30-70%)
1962,12,66.66666666666666,Partial (30-70%)
1963,6,33.33333333333333,Partial (30-70%)
1964,12,66.66666666666666,Partial (30-70%)
1965,6,33.33333333333333,Partial (30-70%)
1966,12,66.66666666666666,Partial (30-70%)
1967,12,66.66666666666666,Partial (30-70%)
1968,12,66.66666666666666,Partial (30-70%)
1969,12,66.66666666666666,Partial (30-70%)
1970,12,66.66666666666666,Partial (30-70%)
1971,12,66.66666666666666,Partial (30-70%)
1972,12,66.66666666666666,Partial (30-70%)
1973,12,66.66666666666666,Partial (30-70%)
