response_id,status,language,sessionid,user_agent,tags,ip_address,longitude,latitude,country,city,state_region,postal,which_higher_education_institution_do_you_or_did_you_study_at?,what_is_your_current_year_of_study_as_of_2025?,what_will_be_your_highest_qualification_when_you_graduate?,which_of_the_following_best_describes_the_main_subject_that_you_are_studying?,please_indicate_your_nationality,what_is_your_gender?,which_of_these_statements_best_describes_your_current_perception_of_the_organisation_as_an_employer?,types_of_roles_available:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),career_progression_and_development:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),compensation_and_benefits:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),work-life_balance_and_culture:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),application_and_interview_process:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3)__1,"on_a_scale_from_1_to_10_(1_–_low,_10_–_high),_how_would_you_rate_the_attractiveness_of_the_organisation_as_an_employer?",which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,other_-_write_in_(required):which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,student_interest_profile,time_taken,student_segment,rating_col,year_group,nationality_group,gender_group,field_group,perception_group,motivation_group,score_group,segment
1623,Complete,English,1762838734_6912c8ce97bc92.99436049,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.4.203,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,,Application and interview process,,,7.0,Work-life balance,,"Types of roles available, Compensation and benefits, Application and interview process",1.1,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Work-Life Balance,Medium (5-7),Disengaged/Non-Target
1624,Complete,English,1762838748_6912c8dc0db500.89610659,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.159,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Meaningful work impact,,"Types of roles available, Compensation and benefits, Work-life balance and culture",1.9,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1626,Complete,English,1762838781_6912c8fd6f0765.72965773,"Mozilla/5.0 (Linux; Android 16; SM-S938B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36 Instagram 405.1.0.57.77 Android (36/16; 480dpi; 1080x2340; samsung; SM-S938B; pa3q; qcom; en_GB; 818801753; IABMV/1)",,119.234.10.177,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,5.0,Job security,,"Types of roles available, Compensation and benefits, Application and interview process",1.7666666666666666,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Job Security,Medium (5-7),High Potential but Uninformed
1627,Complete,English,1762838782_6912c8fe345402.97978288,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.119,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,,"Career progression and development, Compensation and benefits, Work-life balance and culture",33.9,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1628,Complete,English,1762838783_6912c8ff0525a5.42037203,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.23,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Work-life balance,,"Career progression and development, Compensation and benefits, Work-life balance and culture",1.2333333333333334,Early Talent (Internship Seekers),7.0,Year 2,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Work-Life Balance,Medium (5-7),Disengaged/Non-Target
1629,Complete,English,1762838816_6912c920351d82.30171491,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.81,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,7.0,Meaningful work impact,,"Career progression and development, Work-life balance and culture, Application and interview process",1.6333333333333333,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1630,Complete,English,1762838822_6912c92650b176.99938892,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1",,111.65.69.170,103.85659790039,1.3248000144958,Singapore,Singapore,0,32.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Meaningful work impact,,"Types of roles available, Career progression and development, Application and interview process",1.1,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1632,Complete,English,1762838832_6912c93011a424.71607628,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.16,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,,Work-life balance and culture,Application and interview process,,,5.0,Meaningful work impact,,"Types of roles available, Work-life balance and culture, Application and interview process",1.55,Early Talent (Internship Seekers),5.0,Year 1,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
1634,Complete,English,1762838878_6912c95ecc9649.57341627,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.132,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,,Application and interview process,,,4.0,Meaningful work impact,,"Career progression and development, Compensation and benefits, Application and interview process",0.9,Early Talent (Internship Seekers),4.0,Year 1,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Meaningful Work Impact,Low (1-4),Disengaged/Non-Target
1635,Complete,English,1762838933_6912c995c30586.11679919,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.31,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,4.0,Work-life balance,,"Types of roles available, Work-life balance and culture, Application and interview process",473.6166666666667,Late Talent (Graduate Seekers),4.0,Year 3,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Work-Life Balance,Low (1-4),Disengaged/Non-Target
1638,Complete,English,1762839024_6912c9f0991894.02860903,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.56,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,1.0,Meaningful work impact,,"Compensation and benefits, Work-life balance and culture, Application and interview process",1.85,Late Talent (Graduate Seekers),1.0,Year 3,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Low (1-4),Disengaged/Non-Target
1639,Complete,English,1762839033_6912c9f993eb12.99708939,"Mozilla/5.0 (Linux; Android 16; SM-S926B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36 Instagram 405.1.0.57.77 Android (36/16; 480dpi; 1080x2340; samsung; SM-S926B; e2s; s5e9945; en_GB; 818801753; IABMV/1)",,119.56.16.113,103.88590240479,1.3552000522614,Singapore,Singapore,0,53.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Compensation package,,"Types of roles available, Career progression and development, Compensation and benefits",0.9666666666666667,Late Talent (Graduate Seekers),5.0,Year 4,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Compensation Package,Medium (5-7),Disengaged/Non-Target
1640,Complete,English,1762839037_6912c9fd504912.29091070,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 Instagram 405.1.0.27.75 (iPhone14,7; iOS 17_5_1; en_GB; en-GB; scale=3.00; 1170x2532; IABMV/1; 817093285)",,119.234.16.3,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",0.9666666666666667,Late Talent (Graduate Seekers),5.0,Year 4,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
1641,Complete,English,1762839056_6912ca103537e5.31907111,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,111.65.58.239,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",2.3333333333333335,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
1642,Complete,English,1762839092_6912ca3467f835.70706104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,137.132.26.204,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Job security,,"Career progression and development, Compensation and benefits, Work-life balance and culture",1.9666666666666666,Early Talent (Internship Seekers),5.0,Year 1,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Job Security,Medium (5-7),Disengaged/Non-Target
1644,Complete,English,1762839131_6912ca5b234ca7.85395461,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.73,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,8.0,Meaningful work impact,,"Types of roles available, Compensation and benefits, Application and interview process",1.1166666666666667,Early Talent (Internship Seekers),8.0,Year 2,Singaporean/PR,Female,Medicine/Health,Positive but Uninformed,Meaningful Work Impact,High (8-10),High Potential but Uninformed
1645,Complete,English,1762839139_6912ca63c96e27.38029914,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,122.11.212.114,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",1.3,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1647,Complete,English,1762839245_6912cacd8cfaa5.53248478,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.35,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,3.0,Work-life balance,,"Types of roles available, Compensation and benefits, Work-life balance and culture",2.1,Late Talent (Graduate Seekers),3.0,Year 4,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Work-Life Balance,Low (1-4),Disengaged/Non-Target
1648,Complete,English,1762839299_6912cb03506405.71771429,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.101,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,,Application and interview process,,,1.0,Other - Write In (Required),relatedness to my major,"Types of roles available, Compensation and benefits, Application and interview process",1.3333333333333333,Late Talent (Graduate Seekers),1.0,Year 3,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Other,Low (1-4),Disengaged/Non-Target
1649,Complete,English,1762839316_6912cb14967c92.08641034,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",,210.10.1.148,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,4.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",0.75,Late Talent (Graduate Seekers),4.0,Year 4,Singaporean/PR,Male,Economics,Recognize but Unclear,Career Growth Opportunities,Low (1-4),Disengaged/Non-Target
1650,Complete,English,1762839337_6912cb292d0a57.34396384,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.127,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",347.55,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1651,Complete,English,1762839338_6912cb2a61c312.99157295,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.94,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",29.233333333333334,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1653,Complete,English,1762839375_6912cb4ff10387.09207807,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.176,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",1.25,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1655,Complete,English,1762839424_6912cb80d5eb96.17339456,"Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,119.234.68.30,103.91429901123,1.315299987793,Singapore,Singapore,0,42.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5.0,Job security,,"Types of roles available, Compensation and benefits, Work-life balance and culture",1.1833333333333333,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Job Security,Medium (5-7),High Potential but Uninformed
1656,Complete,English,1762839465_6912cba974d638.18392465,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.71,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",1.3666666666666667,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1658,Complete,English,1762839519_6912cbdf1dfcf5.93015604,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.212.225,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",0.9,Early Talent (Internship Seekers),8.0,Year 2,Singaporean/PR,Male,Social Sciences,Familiar & Positive,Career Growth Opportunities,High (8-10),Other Segment
1661,Complete,English,1762839523_6912cbe3450897.82296797,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,119.56.16.8,103.88590240479,1.3552000522614,Singapore,Singapore,0,53.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",2.05,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Male,IT/Tech,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1662,Complete,English,1762839545_6912cbf9d3aa16.62490660,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",,180.87.50.190,103.80490112305,1.2968000173569,Singapore,Singapore,0,14.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Job security,,"Types of roles available, Career progression and development, Compensation and benefits",0.9166666666666666,Late Talent (Graduate Seekers),8.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Job Security,High (8-10),High Potential but Uninformed
1664,Complete,English,1762839585_6912cc21b10392.01553617,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.72,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,,Application and interview process,,,7.0,Meaningful work impact,,"Types of roles available, Compensation and benefits, Application and interview process",1.1333333333333333,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
1665,Complete,English,1762839598_6912cc2ea76222.29112148,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.214,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Job security,,"Compensation and benefits, Work-life balance and culture, Application and interview process",1283.5,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Job Security,Medium (5-7),High Potential but Uninformed
1666,Complete,English,1762839584_6912cc20dc9841.37623796,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.234.52.207,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,,Other - Write In (Required),Pay and money and raises and more pay,5.0,Job security,,"Compensation and benefits, Work-life balance and culture, Other - Write In (Required), Pay and money and raises and more pay",3.0,Early Talent (Internship Seekers),5.0,Year 2,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Job Security,Medium (5-7),High Potential but Uninformed
1667,Complete,English,1762839596_6912cc2c150707.53001920,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.85,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Job security,,"Types of roles available, Compensation and benefits, Work-life balance and culture",1.4166666666666667,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Male,Social Sciences,Familiar & Positive,Job Security,Medium (5-7),Other Segment
