Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  
1099,"Nov 10, 2025 1:14:51 PM","Nov 10, 2025 1:16:45 PM",Complete,English,1762751687_691174c7db45f0.65389906,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,210.10.2.206,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7,Work-life balance,
1100,"Nov 10, 2025 1:15:07 PM","Nov 10, 2025 1:17:09 PM",Complete,English,1762751475_691173f315e011.90900505,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.159,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10,Work-life balance,
1101,"Nov 10, 2025 1:15:23 PM","Nov 10, 2025 1:17:06 PM",Complete,English,1762751718_691174e69c13c5.11053440,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,122.11.245.8,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10,Work-life balance,
1102,"Nov 10, 2025 1:15:54 PM","Nov 10, 2025 1:17:03 PM",Complete,English,1762751751_69117507248086.53449778,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.231,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Meaningful work impact,
1103,"Nov 10, 2025 1:15:55 PM","Nov 10, 2025 1:16:55 PM",Complete,English,1762751745_691175013d6e32.88504440,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,137.132.26.4,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Meaningful work impact,
1104,"Nov 10, 2025 1:17:48 PM","Nov 10, 2025 1:22:32 PM",Complete,English,1762751864_691175781ed925.89252701,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/23A355 Safari/604.1",,117.20.154.116,103.7472992,1.38499999,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,
1105,"Nov 10, 2025 1:22:51 PM","Nov 11, 2025 11:11:00 AM",Disqualified,English,1762752167_691176a76d1641.82870975,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/144.2  Mobile/15E148 Safari/604.1",,137.132.26.15,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Architecture, Building and Planning","Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,
1106,"Nov 10, 2025 1:23:38 PM","Nov 10, 2025 1:25:05 PM",Complete,English,1762752213_691176d58a2ed3.82904924,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.157,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Meaningful work impact,
1107,"Nov 10, 2025 1:23:50 PM","Nov 10, 2025 4:45:24 PM",Disqualified,English,1762752221_691176dd30cb92.28627493,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.53,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Postgraduate certificate/diploma,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,
1108,"Nov 10, 2025 1:24:27 PM","Nov 10, 2025 1:27:48 PM",Complete,English,1762752263_691177078ceac0.32827300,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,119.234.64.113,103.8859024,1.355200052,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,5,Work-life balance,
1109,"Nov 10, 2025 1:25:56 PM","Nov 10, 2025 1:26:48 PM",Partial,English,1762752351_6911775fc55f48.25498439,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,137.132.26.1,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,
1110,"Nov 10, 2025 1:28:17 PM","Nov 10, 2025 1:28:17 PM",Partial,English,1762752476_691177dc4abe91.32529211,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.1,103.7630997,1.309900045,Singapore,Singapore,0,12,,,,,,,,,,,,,,,,,
1111,"Nov 10, 2025 1:33:22 PM","Nov 10, 2025 1:35:39 PM",Complete,English,1762752784_69117910a8ef63.13704289,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1",,137.132.26.2,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,10,Job security,
1112,"Nov 10, 2025 1:33:39 PM","Nov 10, 2025 1:35:22 PM",Complete,English,1762752813_6911792dd9cf52.94306597,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,111.65.72.41,103.8174973,1.315899968,Singapore,Singapore,0,25,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,
1113,"Nov 10, 2025 1:37:24 PM","Nov 10, 2025 1:37:24 PM",Partial,English,1762753030_69117a065673b8.57667348,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,119.234.52.33,103.8554001,1.303599954,Singapore,Singapore,0,18,,,,,,,,,,,,,,,,,
1114,"Nov 10, 2025 1:40:27 PM","Nov 10, 2025 1:42:14 PM",Complete,English,1762753224_69117ac84cfbe0.20258059,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.16.24,103.8859024,1.355200052,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Learning and development,
1115,"Nov 10, 2025 1:42:19 PM","Nov 10, 2025 1:44:16 PM",Complete,English,1762753333_69117b3574d8e0.44725444,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,122.11.246.150,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Career growth opportunities,
1116,"Nov 10, 2025 1:44:15 PM","Nov 10, 2025 1:45:52 PM",Complete,English,1762753444_69117ba46eeaf5.78211771,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,137.132.26.226,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,5,Job security,
1117,"Nov 10, 2025 1:48:10 PM","Nov 10, 2025 1:49:14 PM",Complete,English,1762753686_69117c964cfb72.95767500,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.9.108,103.8393021,1.299700022,Singapore,Singapore,0,23,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Work-life balance,
1118,"Nov 10, 2025 1:51:04 PM","Nov 10, 2025 1:53:14 PM",Complete,English,1762753859_69117d432ad009.48660366,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,111.65.45.126,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,10,Job security,
1119,"Nov 10, 2025 1:52:25 PM","Nov 10, 2025 1:53:55 PM",Complete,English,1762753938_69117d92f23098.95324922,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.212.170,103.8637009,1.359599948,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,
1120,"Nov 10, 2025 1:52:33 PM","Nov 10, 2025 1:53:39 PM",Complete,English,1762753945_69117d99b3f3e8.61346050,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,117.20.154.119,103.7472992,1.38499999,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,,Application and interview process,,,9,Compensation package,
1121,"Nov 10, 2025 1:57:40 PM","Nov 10, 2025 1:58:55 PM",Complete,English,1762754257_69117ed10bd304.36760286,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.52.33,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,9,Career growth opportunities,
1122,"Nov 10, 2025 1:59:01 PM","Nov 10, 2025 2:01:04 PM",Complete,English,1762754337_69117f2111eb30.22485905,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,119.234.81.166,103.914299,1.315299988,Singapore,Singapore,0,42,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Meaningful work impact,
1123,"Nov 10, 2025 2:38:46 PM","Nov 10, 2025 2:41:41 PM",Complete,English,1762756717_6911886d9a92b6.29838895,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,122.11.214.245,103.8637009,1.359599948,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,1,Compensation package,
1124,"Nov 10, 2025 2:46:41 PM","Nov 10, 2025 2:47:05 PM",Disqualified,English,1762757197_69118a4d7e42d5.07807545,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.5.167,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)","Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
1125,"Nov 10, 2025 2:49:22 PM","Nov 10, 2025 2:50:46 PM",Complete,English,1762757357_69118aedb88494.51985528,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,119.234.16.152,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,6,Meaningful work impact,
1126,"Nov 10, 2025 3:49:39 PM","Nov 10, 2025 3:51:47 PM",Complete,English,1762760973_6911990dbd6184.72766389,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G100 Instagram 405.1.0.27.75 (iPhone15,3; iOS 18_6_2; en_US; en; scale=3.00; 1290x2796; IABMV/1; 817093285)",,58.182.229.54,103.7472992,1.38499999,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,7,Career growth opportunities,
1127,"Nov 10, 2025 4:12:01 PM","Nov 10, 2025 4:13:32 PM",Complete,English,1762762308_69119e442cf892.31801229,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.48.114,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Career growth opportunities,
1128,"Nov 10, 2025 5:03:25 PM","Nov 10, 2025 5:03:25 PM",Partial,English,1762765391_6911aa4f444235.56190354,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,111.65.73.209,103.8899002,1.306499958,Singapore,Singapore,0,43,,,,,,,,,,,,,,,,,
1129,"Nov 10, 2025 6:38:01 PM","Nov 10, 2025 6:40:04 PM",Complete,English,1762771077_6911c0850a1389.85080138,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,182.19.210.216,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6,Career growth opportunities,
1130,"Nov 10, 2025 6:40:52 PM","Nov 10, 2025 6:42:24 PM",Complete,English,1762771249_6911c13186c287.88098432,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,155.69.183.22,103.6498032,1.315400004,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,
1131,"Nov 10, 2025 9:53:19 PM","Nov 10, 2025 9:54:36 PM",Complete,English,1762782794_6911ee4acb9480.89580949,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,155.69.184.2,103.7266998,1.32980001,Singapore,Jurong,0,61,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,8,Meaningful work impact,
1132,"Nov 10, 2025 11:21:35 PM","Nov 10, 2025 11:23:05 PM",Complete,English,1762788092_691202fc54df34.51931420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,182.55.108.244,103.914299,1.315299988,Singapore,Singapore,0,42,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,
1133,"Nov 11, 2025 9:22:45 AM","Nov 11, 2025 9:23:20 AM",Disqualified,English,1762824159_69128fdf998934.66482880,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.179,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,
1134,"Nov 11, 2025 9:24:39 AM","Nov 11, 2025 9:26:42 AM",Complete,English,1762824270_6912904e3c82d5.71744593,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.45,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,,Application and interview process,,,8,Work-life balance,
1135,"Nov 11, 2025 9:26:59 AM","Nov 11, 2025 9:28:20 AM",Complete,English,1762824413_691290dddf72a7.30687436,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,210.10.3.248,103.8367004,1.365200043,Singapore,Singapore,0,57,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,10,Job security,
1136,"Nov 11, 2025 9:33:51 AM","Nov 11, 2025 9:34:23 AM",Disqualified,English,1762824825_69129279a4e353.55211644,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.223,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)","Non-Singaporean, no long-term residence status",Female,,,,,,,,,,,
1137,"Nov 11, 2025 9:33:54 AM","Nov 11, 2025 9:35:29 AM",Complete,English,1762824820_6912927456fee3.52272105,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.7.34,103.8972015,1.327000022,Singapore,Singapore,0,40,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,5,Meaningful work impact,
1138,"Nov 11, 2025 9:34:04 AM","Nov 11, 2025 9:35:17 AM",Complete,English,1762824836_691292843d39c9.91485995,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.17.57,103.8859024,1.355200052,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,8,Work-life balance,
1139,"Nov 11, 2025 9:34:43 AM","Nov 11, 2025 9:36:07 AM",Complete,English,1762824880_691292b01a7ea3.01234374,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.212.74,103.8637009,1.359599948,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,3,Work-life balance,
1140,"Nov 11, 2025 9:34:50 AM","Nov 11, 2025 9:36:01 AM",Complete,English,1762824885_691292b50fff49.16666211,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Mobile/15E148 Safari/604.1",,119.234.68.62,103.914299,1.315299988,Singapore,Singapore,0,42,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Career growth opportunities,
1141,"Nov 11, 2025 9:35:24 AM","Nov 11, 2025 9:36:19 AM",Complete,English,1762824921_691292d9e46cf0.91682494,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.6.125,103.8843002,1.305099964,Singapore,Singapore,0,39,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,9,Job security,
